eprint_id,record_doi,related_url,description,type,date,related_url_short,related_url_doi,year,doi_name,testLink,linkType,linkIsBase,rowNum,linkTitle
106844,10.1093/mnrasl/slaa150,https://www.iram-institute.org/EN/content-page-386-7-386-0-0-0.html,Data,related,2020-11,https://www.iram-institute.org,NA,2020,NA,https://www.iram-institute.org/EN/content-page-386-7-386-0-0-0.html,URL,FALSE,598,404
105783,10.1016/j.devcel.2021.01.019,https://gitlab.com/slcu/teamhj/publications/refahi_etal_2019,Data,related,2021-02-22,https://gitlab.com,NA,2021,NA,https://gitlab.com/slcu/teamhj/publications/refahi_etal_2019,URL,FALSE,636,404
105345,10.1016/j.icarus.2020.114098,https://dmp.seti.org/mshowalter/lightcurves,Data,related,2021-03-01,https://dmp.seti.org,NA,2021,NA,https://dmp.seti.org/mshowalter/lightcurves,URL,FALSE,650,404
105301,10.1038/s41586-022-04742-w,http://odr.stowers.org/websimr/,Stowers Original Data Repository,related,2022-05-26,http://odr.stowers.org,NA,2022,NA,http://odr.stowers.org/websimr/,URL,FALSE,655,404
105005,10.1038/s41467-020-17998-5,https://github.com/mbulla/kilonova_model,Data,related,2020-08-17,https://github.com,NA,2020,NA,https://github.com/mbulla/kilonova_model,URL,FALSE,676,404
104585,10.1101/2020.07.25.210468,http://capblood-seq.caltech.edu/#,Data/Code,related,2020-07-26,http://capblood-seq.caltech.edu,NA,2020,NA,http://capblood-seq.caltech.edu/#,URL,FALSE,709,404
104099,10.1093/mnras/staa2808,http://ramekin.caltech.edu/KBSS,Data,related,2020-12,http://ramekin.caltech.edu,NA,2020,NA,http://ramekin.caltech.edu/KBSS,URL,FALSE,724,404
102968,NA,https://caltech.box.com/s/b1rxyfr28ti75gl1q2qqs0lq87qvcz0q,Data/Code,related,2020-07-22,https://caltech.box.com,NA,2020,NA,https://caltech.box.com/s/b1rxyfr28ti75gl1q2qqs0lq87qvcz0q,URL,FALSE,744,404
102690,10.1074/jbc.m412787200,https://www.jbc.org/content/280/18/18442/suppl/DC1,Supplemental Data,pub,2005-05-06,https://www.jbc.org,NA,2005,NA,https://www.jbc.org/content/280/18/18442/suppl/DC1,URL,FALSE,745,404
102689,10.1074/jbc.m507322200,https://www.jbc.org/content/280/40/34063/suppl/DC1,Supplemental Data,pub,2005-10-07,https://www.jbc.org,NA,2005,NA,https://www.jbc.org/content/280/40/34063/suppl/DC1,URL,FALSE,746,404
102494,10.1074/jbc.m113.499921,https://www.jbc.org/content/289/7/4395/suppl/DC1,Supplemental Data,pub,2014-02-14,https://www.jbc.org,NA,2014,NA,https://www.jbc.org/content/289/7/4395/suppl/DC1,URL,FALSE,753,404
102224,NA,https://oco2.gesdisc.eosdis.nasa.gov/data/OCO2_DATA/OCO2_L2_Lite_SIF.8r,Data,related,2020-03,https://oco2.gesdisc.eosdis.nasa.gov,NA,2020,NA,https://oco2.gesdisc.eosdis.nasa.gov/data/OCO2_DATA/OCO2_L2_Lite_SIF.8r,URL,FALSE,757,404
100256,10.1029/2019jd031159,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,Data,related,2019-11-27,https://figshare.com,NA,2019,NA,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,URL,FALSE,789,404
99888,10.1104/pp.19.00980,http://www.plantphysiol.org/content/182/1/147/tab-figures-data,Supplemental Data,pub,2020-01,http://www.plantphysiol.org,NA,2020,NA,http://www.plantphysiol.org/content/182/1/147/tab-figures-data,URL,FALSE,796,404
97174,10.1186/s13059-021-02286-2,https://www.starmapresources.com/data,Data,related,2021-03-08,https://www.starmapresources.com,NA,2021,NA,https://www.starmapresources.com/data,URL,FALSE,817,404
97174,10.1186/s13059-021-02286-2,http://welikesharingdata.blob.core.windows.net/forshare/index.html,Data,related,2021-03-08,http://welikesharingdata.blob.core.windows.net,NA,2021,NA,http://welikesharingdata.blob.core.windows.net/forshare/index.html,URL,FALSE,822,404
95223,NA,https://gdex.cr.usgs.gov/gdex/,USGS Global Data Explorer,related,2019-04-17,https://gdex.cr.usgs.gov,NA,2019,NA,https://gdex.cr.usgs.gov/gdex/,URL,FALSE,833,404
95060,10.1029/2018jd029287,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,Data,related,2018-12-27,https://figshare.com,NA,2018,NA,https://figshare.com/articles/A_Multi‐Year_Data_Set_on_Aerosol‐Cloud‐Precipitation‐Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983,URL,FALSE,835,404
91845,10.1029/2018JB016674,https://.doi.org/10.7909/C3WD3xH1,SCEDC (2013): Southern California Earthquake Center.  Caltech.Dataset.,related,2019-01,https://.doi.org,10.7909,2019,caltech.library,https://.doi.org/10.7909/C3WD3xH1,URL,FALSE,855,404
84884,10.2337/db17-0788,http://diabetes.diabetesjournals.org/content/suppl/2018/02/05/db17-0788.DC1,Supplementary Data,pub,2018-05,http://diabetes.diabetesjournals.org,NA,2018,NA,http://diabetes.diabetesjournals.org/content/suppl/2018/02/05/db17-0788.DC1,URL,FALSE,877,404
81666,10.1126/sciadv.1602557,http://advances.sciencemag.org/content/suppl/2017/03/20/3.3.e1602557.DC1,Supplemental Data,pub,2017-03-24,http://advances.sciencemag.org,NA,2017,NA,http://advances.sciencemag.org/content/suppl/2017/03/20/3.3.e1602557.DC1,URL,FALSE,884,404
79128,10.1096/fj.201700288R,http://www.fasebj.org/content/31/10/4515/suppl/DC1,Supplemental Data,pub,2017-10,http://www.fasebj.org,NA,2017,NA,http://www.fasebj.org/content/31/10/4515/suppl/DC1,URL,FALSE,887,404
74775,10.1104/pp.16.01762,http://www.plantphysiol.org/content/173/3/1543/suppl/DC1,Supplemental Data,pub,2017-03,http://www.plantphysiol.org,NA,2017,NA,http://www.plantphysiol.org/content/173/3/1543/suppl/DC1,URL,FALSE,894,404
74058,10.1096/fj.201600815R,https://www.fasebj.org/content/31/2/569/suppl/DC1,Supplemental Data,pub,2016-10-24,https://www.fasebj.org,NA,2016,NA,https://www.fasebj.org/content/31/2/569/suppl/DC1,URL,FALSE,895,404
73620,10.1104/pp.16.01762,http://www.plantphysiol.org/content/early/2017/01/19/pp.16.01762/suppl/DC1,Supplemental Data,pub,2017-03,http://www.plantphysiol.org,NA,2017,NA,http://www.plantphysiol.org/content/early/2017/01/19/pp.16.01762/suppl/DC1,URL,FALSE,896,404
72721,10.1074/jbc.M116.753822,http://www.jbc.org/cgi/content/full/M116.753822/DC1,Supplemental Data,pub,2017-01-13,http://www.jbc.org,NA,2017,NA,http://www.jbc.org/cgi/content/full/M116.753822/DC1,URL,FALSE,898,404
72596,NA,http://www.plantcell.org/content/19/11/3516/suppl/DC1,Supplemental Data,pub,2007-11-02,http://www.plantcell.org,NA,2007,NA,http://www.plantcell.org/content/19/11/3516/suppl/DC1,URL,FALSE,899,404
72554,NA,http://www.plantphysiol.org/content/145/3/747/suppl/DC1,Supplemental Data,pub,2007-11,http://www.plantphysiol.org,NA,2007,NA,http://www.plantphysiol.org/content/145/3/747/suppl/DC1,URL,FALSE,900,404
72511,NA,http://www.plantcell.org/content/16/10/2586/suppl/DC1,Supplemental Data,pub,2004-10,http://www.plantcell.org,NA,2004,NA,http://www.plantcell.org/content/16/10/2586/suppl/DC1,URL,FALSE,901,404
72509,NA,http://www.plantcell.org/content/16/5/1314/suppl/DC1,Supplemental Data,pub,2004-05,http://www.plantcell.org,NA,2004,NA,http://www.plantcell.org/content/16/5/1314/suppl/DC1,URL,FALSE,902,404
72179,10.1126/science.aah6765,http://sbn.psi.edu/pds/archive/dawn.html,"NASA Planetary Data System",org,2017-01-06,http://sbn.psi.edu,NA,2017,NA,http://sbn.psi.edu/pds/archive/dawn.html,URL,FALSE,904,404
70618,10.1128/mBio.00796-16,http://mbio.asm.org/content/suppl/2016/09/21/mBio.00796-16.DCSupplemental,Supplementary Data,pub,2016-09-27,http://mbio.asm.org,NA,2016,NA,http://mbio.asm.org/content/suppl/2016/09/21/mBio.00796-16.DCSupplemental,URL,FALSE,913,404
69816,10.1093/nar/gkw715,http://nar.oxfordjournals.org/content/suppl/2016/08/16/gkw715.DC1,Supplementary Data,pub,2016-09-30,http://nar.oxfordjournals.org,NA,2016,NA,http://nar.oxfordjournals.org/content/suppl/2016/08/16/gkw715.DC1,URL,FALSE,916,404
69795,10.1096/fj.10-171728,http://www.fasebj.org/content/25/3/875/suppl/DC1,Supplemental Data,pub,2011-03,http://www.fasebj.org,NA,2011,NA,http://www.fasebj.org/content/25/3/875/suppl/DC1,URL,FALSE,917,404
69094,10.1074/mcp.M116.061036,http://www.mcponline.org/content/15/9/2970/suppl/DC1,Supplemental Data,pub,2016-09,http://www.mcponline.org,NA,2016,NA,http://www.mcponline.org/content/15/9/2970/suppl/DC1,URL,FALSE,919,404
67865,10.1038/nsmb.3244,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4XMM,Protein Data Bank,org,2016-07,http://www.pdb.org,NA,2016,NA,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4XMM,URL,FALSE,923,404
67366,10.2337/db15-1607,http://diabetes.diabetesjournals.org/content/suppl/2016/05/19/db15-1607.DC1,Supplementary Data,pub,2016-08,http://diabetes.diabetesjournals.org,NA,2016,NA,http://diabetes.diabetesjournals.org/content/suppl/2016/05/19/db15-1607.DC1,URL,FALSE,926,404
66233,10.1126/science.aae0047,http://www.lncRNA.caltech.edu/data.php,Addtional Data,author,2016-10-28,http://www.lncRNA.caltech.edu,NA,2016,NA,http://www.lncRNA.caltech.edu/data.php,URL,FALSE,928,404
62464,10.1177/1745691615600138,http://pps.sagepub.com/content/10/6/772/suppl/DC1,Data Supplement,pub,2015-11,http://pps.sagepub.com,NA,2015,NA,http://pps.sagepub.com/content/10/6/772/suppl/DC1,URL,FALSE,936,404
62208,10.1016/j.neuron.2006.10.019,http://www.neuron.org/cgi/content/full/52/5/857/DC1/,Supplemental Data,pub,2006-12-07,http://www.neuron.org,NA,2006,NA,http://www.neuron.org/cgi/content/full/52/5/857/DC1/,URL,FALSE,938,404
61769,10.1128/mBio.01520-15,http://mbio.asm.org/lookup/suppl/doi:10.1128/mBio.01520-15/-/DCSupplemental,Supplementary Data,pub,2015-11,http://mbio.asm.org,10.1128,2015,American Society for Microbiology,http://mbio.asm.org/lookup/suppl/doi:10.1128/mBio.01520-15/-/DCSupplemental,URL,FALSE,939,404
58364,10.1128/mBio.02549-14,http://mbio.asm.org/content/suppl/2015/02/24/mBio.02549-14.DCSupplemental,Supplementary Data,pub,2015-03,http://mbio.asm.org,NA,2015,NA,http://mbio.asm.org/content/suppl/2015/02/24/mBio.02549-14.DCSupplemental,URL,FALSE,949,404
57891,10.1038/nature14874,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4QTR,Protein Data Bank,org,2015-09-10,http://www.pdb.org,NA,2015,NA,http://www.pdb.org/pdb/search/structidSearch.do?structureId=4QTR,URL,FALSE,951,404
56563,10.1088/0264-9381/32/6/065001,http://iopscience.iop.org/0264-9381/32/6/065001/media,Supplementary Data,pub,2015-03-19,http://iopscience.iop.org,NA,2015,NA,http://iopscience.iop.org/0264-9381/32/6/065001/media,URL,FALSE,957,404
56112,10.1038/nature02733,http://www.nature.com/nature/journal/v430/n6997/extref/nature02733-s7.htm,"Supplementary Data This includes an HTML Contents Table linking to the microarray time course, processed data and raw data files",pub,2004-07-15,http://www.nature.com,NA,2004,NA,http://www.nature.com/nature/journal/v430/n6997/extref/nature02733-s7.htm,URL,FALSE,960,404
55090,10.1074/jbc.M114.603365,http://www.jbc.org/content/290/14/9135/suppl/DC1,Supplemental Data,pub,2015-04-03,http://www.jbc.org,NA,2015,NA,http://www.jbc.org/content/290/14/9135/suppl/DC1,URL,FALSE,962,404
54077,10.1073/pnas.1212083110,http://ncs.ethz.ch/projects/vlsi-wta-networks/synthesizing-cognition-in-neuromorphic-vlsi-systems-experimental-data/view,Experimental Data,related,2013-09-10,http://ncs.ethz.ch,NA,2013,NA,http://ncs.ethz.ch/projects/vlsi-wta-networks/synthesizing-cognition-in-neuromorphic-vlsi-systems-experimental-data/view,URL,FALSE,964,404
54074,10.1096/fj.14-260844,http://www.fasebj.org/content/29/5/1635/suppl/DC1,Supplemental Data,pub,2015-05,http://www.fasebj.org,NA,2015,NA,http://www.fasebj.org/content/29/5/1635/suppl/DC1,URL,FALSE,965,404
53768,10.1016/j.poly.2014.05.022,http://www.ccdc.cam.ac.uk/conts/retrieving.html,Cambridge Structural Database,related,2014-12-14,http://www.ccdc.cam.ac.uk,NA,2014,NA,http://www.ccdc.cam.ac.uk/conts/retrieving.html,URL,FALSE,966,404
53338,10.1074/jbc.M114.614420,http://www.jbc.org/content/290/8/4908/suppl/DC1,Supplemental Data,pub,2015-02-20,http://www.jbc.org,NA,2015,NA,http://www.jbc.org/content/290/8/4908/suppl/DC1,URL,FALSE,967,404
52005,10.1098/rsta.2014.0134,http://rsta.royalsocietypublishing.org/content/372/2031/20140134/suppl/DC1,Data Supplement,pub,2014-12-28,http://rsta.royalsocietypublishing.org,NA,2014,NA,http://rsta.royalsocietypublishing.org/content/372/2031/20140134/suppl/DC1,URL,FALSE,974,404
51905,10.1126/science.1059776,http://www.sciencemag.org/content/292/5520/1379/suppl/DC1,Supplementary Data,pub,2001-05-18,http://www.sciencemag.org,NA,2001,NA,http://www.sciencemag.org/content/292/5520/1379/suppl/DC1,URL,FALSE,976,404
51854,10.1126/science.1067081,http://www.sciencemag.org/content/295/5556/868/suppl/DC1,Supplemental Data,pub,2002-02-01,http://www.sciencemag.org,NA,2002,NA,http://www.sciencemag.org/content/295/5556/868/suppl/DC1,URL,FALSE,977,404
51806,10.1126/science.1071142,http://www.sciencemag.org/content/296/5570/1091/suppl/DC1,Supplemental Data,pub,2002-05-10,http://www.sciencemag.org,NA,2002,NA,http://www.sciencemag.org/content/296/5570/1091/suppl/DC1,URL,FALSE,978,404
50494,10.1158/1078-0432.CCR-14-0489,http://clincancerres.aacrjournals.org/content/early/2014/10/02/1078-0432.CCR-14-0489/suppl/DC1,Supplementary Data,related,2014-12-15,http://clincancerres.aacrjournals.org,NA,2014,NA,http://clincancerres.aacrjournals.org/content/early/2014/10/02/1078-0432.CCR-14-0489/suppl/DC1,URL,FALSE,981,404
50244,10.1177/1087057114551334,http://jbx.sagepub.com/content/20/2/275/suppl/DC1,Supplemental Data,pub,2015-02,http://jbx.sagepub.com,NA,2015,NA,http://jbx.sagepub.com/content/20/2/275/suppl/DC1,URL,FALSE,982,404
50207,10.1098/rstb.2013.0473,http://rstb.royalsocietypublishing.org/content/369/1655/20130473/suppl/DC1,Data Supplement,pub,2014-11,http://rstb.royalsocietypublishing.org,NA,2014,NA,http://rstb.royalsocietypublishing.org/content/369/1655/20130473/suppl/DC1,URL,FALSE,985,404
49280,10.4049/jimmunol.1301663,http://www.jimmunol.org/content/suppl/2014/08/28/jimmunol.1301663.DCSupplemental,Data Supplement,related,2014-10-01,http://www.jimmunol.org,NA,2014,NA,http://www.jimmunol.org/content/suppl/2014/08/28/jimmunol.1301663.DCSupplemental,URL,FALSE,987,404
48854,10.1098/rsif.2014.0617,http://rsif.royalsocietypublishing.org/content/11/98/20140617/suppl/DC1,Data Supplement,pub,2014-09,http://rsif.royalsocietypublishing.org,NA,2014,NA,http://rsif.royalsocietypublishing.org/content/11/98/20140617/suppl/DC1,URL,FALSE,990,404
46565,10.1088/1748-3182/9/2/025001,http://iopscience.iop.org/1748-3190/9/2/025001/media,Supplementary Data,pub,2014-06,http://iopscience.iop.org,NA,2014,NA,http://iopscience.iop.org/1748-3190/9/2/025001/media,URL,FALSE,994,404
46549,10.1088/1748-3182/9/2/025002,http://iopscience.iop.org/1748-3190/9/2/025002/media,Supplementary Data,pub,2014-06,http://iopscience.iop.org,NA,2014,NA,http://iopscience.iop.org/1748-3190/9/2/025002/media,URL,FALSE,995,404
46426,10.4049/jimmunol.1400093,http://www.jimmunol.org/lookup/suppl/doi:10.4049/jimmunol.1400093/-/DCSupplemental,Data Supplement,pub,2014-06-16,http://www.jimmunol.org,10.4049,2014,The American Association of Immunologists,http://www.jimmunol.org/lookup/suppl/doi:10.4049/jimmunol.1400093/-/DCSupplemental,URL,FALSE,996,404
46336,10.1126/science.1057265,http://www.sciencemag.org/content/291/5506/1026/suppl/DC1,Supplemental Data,pub,2001-02-09,http://www.sciencemag.org,NA,2001,NA,http://www.sciencemag.org/content/291/5506/1026/suppl/DC1,URL,FALSE,997,404
46175,10.1073/pnas.1323922111,http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1323922111/-/DCSupplemental,Data Supplement,pub,2014-06-17,http://www.pnas.org,10.1073,2014,Proceedings of the National Academy of Sciences,http://www.pnas.org/lookup/suppl/doi:10.1073/pnas.1323922111/-/DCSupplemental,URL,FALSE,999,404
46074,10.1073/pnas.1403500111,http://www.pnas.org/content/111/17/6231/suppl/DCSupplemental,Data Supplement,pub,2014-04-29,http://www.pnas.org,NA,2014,NA,http://www.pnas.org/content/111/17/6231/suppl/DCSupplemental,URL,FALSE,1002,404
46073,10.1073/pnas.1400380111,http://www.pnas.org/content/111/22/7952/suppl/DCSupplemental,Data Supplement,pub,2014-06-03,http://www.pnas.org,NA,2014,NA,http://www.pnas.org/content/111/22/7952/suppl/DCSupplemental,URL,FALSE,1003,404
45021,10.1074/mcp.M113.031765,http://www.mcponline.org/content/13/3/780/suppl/DC1,Supplemental Data,pub,2014-03,http://www.mcponline.org,NA,2014,NA,http://www.mcponline.org/content/13/3/780/suppl/DC1,URL,FALSE,1007,404
34526,10.1074/jbc.M112.391961,http://www.jbc.org/content/287/35/29861/suppl/DC1,Supplemental Data,pub,2012-08-24,http://www.jbc.org,NA,2012,NA,http://www.jbc.org/content/287/35/29861/suppl/DC1,URL,FALSE,1011,404
