eprint_id,record_doi,related_url,description,type,date,related_url_short,related_url_doi,year,doi_name,testLink,linkType,linkIsBase,rowNum,linkTitle
113021,10.1029/2021je006848,https://pds-geosciences.wustl.edu/,Planetary Data System Geosciences Node,related,2022-02,https://pds-geosciences.wustl.edu,NA,2022,NA,https://pds-geosciences.wustl.edu/,URL,TRUE,11,"PDS Geosciences Node, Washington University, St. Louis, Missouri"
112718,10.1093/gji/ggab309,https://scedc.caltech.edu,Southern California Earthquake Data Center,related,2022-01,https://scedc.caltech.edu,NA,2022,NA,https://scedc.caltech.edu,URL,TRUE,12,Southern California Earthquake Data Center at Caltech
112477,10.1093/mnras/stab2659,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-12,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,13,"NASA's Space Physics Data Facility (SPDF)"
112438,10.1051/0004-6361/202140967,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-12,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,14,"NASA's Space Physics Data Facility (SPDF)"
112345,10.1029/2021ea001959,https://pds‐imaging.jpl.nasa.gov/,"NASA Planetary Data System Cartography and Imaging Node",related,2021-11-24,https://pds‐imaging.jpl.nasa.gov,NA,2021,NA,https://pds‐imaging.jpl.nasa.gov/,URL,TRUE,15,404
112331,10.1029/2021av000469,https://tccondata.org/,TCCON Data Archive,related,2021-12,https://tccondata.org,NA,2021,NA,https://tccondata.org/,URL,TRUE,16,TCCON Data Archive
112331,10.1029/2021av000469,https://cds.climate.copernicus.eu/,Climate Data Store,related,2021-12,https://cds.climate.copernicus.eu,NA,2021,NA,https://cds.climate.copernicus.eu/,URL,TRUE,17,Copernicus Climate Data Store | Copernicus Climate Data Store
112331,10.1029/2021av000469,https://gaw.kishou.go.jp/,World Data Centre for Greenhouse Gases,related,2021-12,https://gaw.kishou.go.jp,NA,2021,NA,https://gaw.kishou.go.jp/,URL,TRUE,18,WDCGG (World Data Centre for Greenhouse Gases)
112307,10.1093/nar/gkab1005,http://gmod.org/,"GMOD, The Generic Model Organism Database project",related,2022-01-07,http://gmod.org,NA,2022,NA,http://gmod.org/,URL,TRUE,19,GMOD
111882,10.3847/1538-4357/ac157f,http://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-10-20,http://spdf.gsfc.nasa.gov,NA,2021,NA,http://spdf.gsfc.nasa.gov/,URL,TRUE,20,"NASA's Space Physics Data Facility (SPDF)"
111774,10.1016/j.jsb.2022.107860,https://etdb.caltech.edu/,Caltech Electron Tomography Database,related,2022-06,https://etdb.caltech.edu,NA,2022,NA,https://etdb.caltech.edu/,URL,TRUE,21,Electron Tomography Database
111236,10.1029/2021GL094515,http://scedc.caltech.edu,Southern California Earthquake Data Center,related,2021-09-20,http://scedc.caltech.edu,NA,2021,NA,http://scedc.caltech.edu,URL,TRUE,22,Southern California Earthquake Data Center at Caltech
111176,10.1103/physrevlett.127.151301,http://bicepkeck.org/,Data and Figures,related,2021-10-08,http://bicepkeck.org,NA,2021,NA,http://bicepkeck.org/,URL,TRUE,23,The BICEP and Keck Array CMB Experiments
110899,10.3847/psj/ac173c,https://pds.jpl.nasa.gov/,"NASA Planetary Data System",related,2021-10,https://pds.jpl.nasa.gov,NA,2021,NA,https://pds.jpl.nasa.gov/,URL,TRUE,24,Welcome to the Planetary Data System
110670,10.3390/min11080847,https://pds.nasa.gov,"NASA Planetary Data System",related,2021-08-09,https://pds.nasa.gov,NA,2021,NA,https://pds.nasa.gov,URL,TRUE,25,Welcome to the Planetary Data System
110385,10.1029/2021EA001959,https://pds-imaging.jpl.nasa.gov/,"NASA Planetary Data System Cartography and Imaging Node",related,2021-12,https://pds-imaging.jpl.nasa.gov,NA,2021,NA,https://pds-imaging.jpl.nasa.gov/,URL,TRUE,26,Cartography and Imaging Sciences Discipline Node
109934,10.1051/0004-6361/202039933,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-07,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,27,"NASA's Space Physics Data Facility (SPDF)"
109879,10.1051/0004-6361/202140342,http://cdsarc.u-strasbg.fr/,Data,related,2021-06,http://cdsarc.u-strasbg.fr,NA,2021,NA,http://cdsarc.u-strasbg.fr/,URL,TRUE,28,VizieR archives
109816,10.1029/2021gl094235,http://pds.nasa.gov,"NASA Planetary Data System",related,2021-07-28,http://pds.nasa.gov,NA,2021,NA,http://pds.nasa.gov,URL,TRUE,29,Welcome to the Planetary Data System
109773,10.1101/2021.07.04.451030,https://single-cell.wormbase.org/,Data/Code,related,2021-07-04,https://single-cell.wormbase.org,NA,2021,NA,https://single-cell.wormbase.org/,URL,TRUE,30,single-cell
109588,10.1088/1361-6382/ac011a,http://pem.ligo.org,Data,related,2021-07-22,http://pem.ligo.org,NA,2021,NA,http://pem.ligo.org,URL,TRUE,31,NA
109450,10.1051/0004-6361/202039352,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,32,"NASA's Space Physics Data Facility (SPDF)"
109449,10.1051/0004-6361/202039816,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,33,"NASA's Space Physics Data Facility (SPDF)"
109447,10.1051/0004-6361/202039299,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,34,"NASA's Space Physics Data Facility (SPDF)"
109439,10.1051/0004-6361/202039754,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,35,"NASA's Space Physics Data Facility (SPDF)"
109438,10.1051/0004-6361/202039330,https://spdf.gsfc.nasa.gov,"NASA Space Physics Data Facility",related,2021-06,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov,URL,TRUE,36,"NASA's Space Physics Data Facility (SPDF)"
109306,10.1093/gji/ggaa610,http://scardec.projects.sismo.ipgp.fr/,Data,related,2021-04,http://scardec.projects.sismo.ipgp.fr,NA,2021,NA,http://scardec.projects.sismo.ipgp.fr/,URL,TRUE,37,SCARDEC Source Time Functions Database
109168,10.1128/aem.00200-21,http://proteomecentral.proteomexchange.org/,Data,related,2021-08,http://proteomecentral.proteomexchange.org,NA,2021,NA,http://proteomecentral.proteomexchange.org/,URL,TRUE,38,NA
109167,10.3847/1538-4357/abec7e,https://spdf.gsfc.nasa.gov,Data,related,2021-05-10,https://spdf.gsfc.nasa.gov,NA,2021,NA,https://spdf.gsfc.nasa.gov,URL,TRUE,39,"NASA's Space Physics Data Facility (SPDF)"
109006,10.1029/2018JB016517,http://www.ssn.unam.mx/,Data,related,2019-01,http://www.ssn.unam.mx,NA,2019,NA,http://www.ssn.unam.mx/,URL,TRUE,40,"Servicio Sismológico Nacional | UNAM, México"
108916,10.1029/2020gl091836,http://www.archive.arm.gov,Data,related,2021-03-28,http://www.archive.arm.gov,NA,2021,NA,http://www.archive.arm.gov,URL,TRUE,41,Index of /
108628,10.1093/database/baab015,https://wormicloud.textpressolab.com,Wormicloud Database,related,2021-03-31,https://wormicloud.textpressolab.com,NA,2021,NA,https://wormicloud.textpressolab.com,URL,TRUE,42,Wormicloud
108606,10.5194/acp-21-2229-2021,http://106.37.208.233:20035,"Data - real-time PM2.5, O3, NO2, SO2, and CO observations",doi,2021-02-15,http://106.37.208.233:20035,NA,2021,NA,http://106.37.208.233:20035,URL,TRUE,43,NA
108606,10.5194/acp-21-2229-2021,http://www.aqistudy.cn,Data - historic profile of observed ambient pollutants,related,2021-02-15,http://www.aqistudy.cn,NA,2021,NA,http://www.aqistudy.cn,URL,TRUE,44,PM2.5实时查询|PM2.5历史数据查询|PM2.5全国城市排名|PM2.5雾霾地图|中国空气质量在线监测分析平台|真气网
108602,10.1029/2020je006578,https://pds.jpl.nasa.gov,"NASA Planetary Data System",related,2021-02-18,https://pds.jpl.nasa.gov,NA,2021,NA,https://pds.jpl.nasa.gov,URL,TRUE,45,Welcome to the Planetary Data System
108481,10.5194/amt-14-665-2021,https://tccondata.org,TCCON Data Archive,related,2021-01-28,https://tccondata.org,NA,2021,NA,https://tccondata.org,URL,TRUE,46,TCCON Data Archive
108342,10.1101/2021.03.05.434127,https://www.mtbtndb.app,Data/Code,related,2021-03-07,https://www.mtbtndb.app,NA,2021,NA,https://www.mtbtndb.app,URL,TRUE,47,Dash
108281,10.1038/s41587-021-01094-0,https://datasets.deepcell.org/,Data,related,2022-04,https://datasets.deepcell.org,NA,2022,NA,https://datasets.deepcell.org/,URL,TRUE,48,DeepCell Datasets
108264,NA,http://www.anthroponumbers.org,Human Impacts Database,related,2021-01-24,http://www.anthroponumbers.org,NA,2021,NA,http://www.anthroponumbers.org,URL,TRUE,49,Human Impacts by the Numbers
108161,NA,https://prism.oregonstate.edu,Data,related,2021-04-05,https://prism.oregonstate.edu,NA,2021,NA,https://prism.oregonstate.edu,URL,TRUE,50,"PRISM Climate Group, Oregon State U"
107951,10.1038/s41550-020-01290-z,https://pds.nasa.gov,"NASA Planetary Data System",related,2021-03,https://pds.nasa.gov,NA,2021,NA,https://pds.nasa.gov,URL,TRUE,51,Welcome to the Planetary Data System
107888,10.1029/2020JA028605,https://pds.jpl.nasa.gov,"NASA Planetary Data System",related,2021-03,https://pds.jpl.nasa.gov,NA,2021,NA,https://pds.jpl.nasa.gov,URL,TRUE,52,Welcome to the Planetary Data System
107659,10.5194/essd-12-3383-2020,https://tccondata.org/,TCCON Data Archive,related,2020-12-14,https://tccondata.org,NA,2020,NA,https://tccondata.org/,URL,TRUE,53,TCCON Data Archive
107384,10.1117/12.2574803,https://exoplanet-imaging-challenge.github.io,Exoplanet Imaging Data Challenge,related,2020-12-13,https://exoplanet-imaging-challenge.github.io,NA,2020,NA,https://exoplanet-imaging-challenge.github.io,URL,TRUE,54,Exoplanet Imaging Data Challenge
107204,10.1093/ptep/ptaa104,https://pdg.lbl.gov,Particle Data Group,related,2020-08,https://pdg.lbl.gov,NA,2020,NA,https://pdg.lbl.gov,URL,TRUE,55,Particle Data Group
107102,10.3847/1538-4357/abb408,https://pds.nasa.gov/,"NASA Planetary Data Archive",related,2020-12-10,https://pds.nasa.gov,NA,2020,NA,https://pds.nasa.gov/,URL,TRUE,56,Welcome to the Planetary Data System
106816,10.1029/2020gl090164,https://s5phub.copernicus.eu,Sentinel-5P Data Hub,related,2020-12-16,https://s5phub.copernicus.eu,NA,2020,NA,https://s5phub.copernicus.eu,URL,TRUE,57,Sentinel-5P Pre-Operations Data Hub
106806,10.1785/0220200211,https://scedc.caltech.edu,Southern California Earthquake Data Center,related,2021-01,https://scedc.caltech.edu,NA,2021,NA,https://scedc.caltech.edu,URL,TRUE,58,Southern California Earthquake Data Center at Caltech
106645,10.3847/1538-4357/abb6fb,https://frbhosts.org/,Data,related,2020-11-10,https://frbhosts.org,NA,2020,NA,https://frbhosts.org/,URL,TRUE,59,FRB host database
106362,10.1093/mnras/staa2191,https://wiserep.weizmann.ac.il,Data,related,2020-09,https://wiserep.weizmann.ac.il,NA,2020,NA,https://wiserep.weizmann.ac.il,URL,TRUE,60,Home | WISeREP
106316,10.1029/2020gl090615,https://www.earthsystemgrid.org,Climate Data Gateway,related,2020-11-16,https://www.earthsystemgrid.org,NA,2020,NA,https://www.earthsystemgrid.org,URL,TRUE,61,NCAR Climate Data Gateway
106313,10.1093/mnras/staa1702,http://cdsarc.u-strasbg.fr,Data,related,2020-08-11,http://cdsarc.u-strasbg.fr,NA,2020,NA,http://cdsarc.u-strasbg.fr,URL,TRUE,62,VizieR archives
106277,NA,http://beacon.berkeley.edu,Data,related,2020-11-28,http://beacon.berkeley.edu,NA,2020,NA,http://beacon.berkeley.edu,URL,TRUE,63,BEACO2N
105914,10.3847/1538-4357/abb2a4,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-10-10,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,64,"NASA's Space Physics Data Facility (SPDF)"
105026,10.1029/2020jg005677,http://www.gloh2o.org,Data,related,2020-08,http://www.gloh2o.org,NA,2020,NA,http://www.gloh2o.org,URL,TRUE,65,Home - GloH2O
105026,10.1029/2020jg005677,http://www.try-db.org,Data,related,2020-08,http://www.try-db.org,NA,2020,NA,http://www.try-db.org,URL,TRUE,66,NA
105018,10.1029/2020je006527,http://pds.nasa.gov,"NASA Planetary Data System",related,2020-12,http://pds.nasa.gov,NA,2020,NA,http://pds.nasa.gov,URL,TRUE,67,Welcome to the Planetary Data System
104601,10.1038/s41598-021-00609-8,https://www.gisaid.org/,Datasets,related,2021-10-26,https://www.gisaid.org,NA,2021,NA,https://www.gisaid.org/,URL,TRUE,68, GISAID - Initiative
104103,10.1093/mnras/staa3692,http://fire.northwestern.edu,Data,related,2021-03,http://fire.northwestern.edu,NA,2021,NA,http://fire.northwestern.edu,URL,TRUE,69,FIRE: Feedback In Realistic Environments | Increasing the predictive power of galaxy formation simulations
102340,NA,https://prime-re.github.io,Data,related,2021-03-03,https://prime-re.github.io,NA,2021,NA,https://prime-re.github.io,URL,TRUE,70,prime-re.github.io | Open resource exchange platform for non-human primate neuroimaging
102224,NA,https://co2.jpl.nasa.gov,Data,related,2020-03,https://co2.jpl.nasa.gov,NA,2020,NA,https://co2.jpl.nasa.gov,URL,TRUE,71,CO2 Virtual Science Data Environment
102224,NA,https://quickstats.nass.usda.gov,Data,related,2020-03,https://quickstats.nass.usda.gov,NA,2020,NA,https://quickstats.nass.usda.gov,URL,TRUE,72,USDA/NASS QuickStats Ad-hoc Query Tool
101941,10.5194/amt-13-789-2020,https://tccondata.org/,TCCON Data Archive,related,2020-02-19,https://tccondata.org,NA,2020,NA,https://tccondata.org/,URL,TRUE,73,TCCON Data Archive
101810,10.1093/mnras/staa3690,http://fire.northwestern.edu,Additional Data,related,2021-03,http://fire.northwestern.edu,NA,2021,NA,http://fire.northwestern.edu,URL,TRUE,74,FIRE: Feedback In Realistic Environments | Increasing the predictive power of galaxy formation simulations
101106,NA,http://voyager.gsfc.nasa.gov,Data,related,2012-08-14,http://voyager.gsfc.nasa.gov,NA,2012,NA,http://voyager.gsfc.nasa.gov,URL,TRUE,75,Voyager Cosmic Ray Subsystem
101075,10.3847/1538-4365/ab5712,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,76,"NASA's Space Physics Data Facility (SPDF)"
101067,10.3847/1538-4365/ab643d,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,77,"NASA's Space Physics Data Facility (SPDF)"
101066,10.3847/1538-4365/ab6220,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,78,"NASA's Space Physics Data Facility (SPDF)"
101064,10.3847/1538-4365/ab5963,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,79,"NASA's Space Physics Data Facility (SPDF)"
101063,10.3847/1538-4365/ab5948,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,80,"NASA's Space Physics Data Facility (SPDF)"
101060,10.3847/1538-4365/ab5527,https://spdf.gsfc.nasa.gov/,"NASA Space Physics Data Facility",related,2020-02,https://spdf.gsfc.nasa.gov,NA,2020,NA,https://spdf.gsfc.nasa.gov/,URL,TRUE,81,"NASA's Space Physics Data Facility (SPDF)"
100825,10.1016/j.molcel.2019.12.013,https://massive.ucsd.edu,MassIVE Database,related,2020-03-05,https://massive.ucsd.edu,NA,2020,NA,https://massive.ucsd.edu,URL,TRUE,82,Welcome to MassIVE
100792,10.1038/s41467-021-25500-y,https://www.chicagofaces.org,Chicago Face Database,related,2021-08-27,https://www.chicagofaces.org,NA,2021,NA,https://www.chicagofaces.org,URL,TRUE,83,CFD | Chicago Face Database
100049,NA,http://marimba.obs-vlfr.fr,Marimba Database,related,2020-11,http://marimba.obs-vlfr.fr,NA,2020,NA,http://marimba.obs-vlfr.fr,URL,TRUE,84,Home | MARIMBA
98799,10.7554/eLife.64988,http://decathlon.debivort.org,Data/Code,related,2021-10-19,http://decathlon.debivort.org,NA,2021,NA,http://decathlon.debivort.org,URL,TRUE,85,Decathlon Data Browser
94026,10.5194/amt-12-1513-2019,https://tccondata.org,Data,related,2019-03-11,https://tccondata.org,NA,2019,NA,https://tccondata.org,URL,TRUE,86,TCCON Data Archive
92819,10.1093/database/baz007,http://geneontology.org,Database,related,2019-02-01,http://geneontology.org,NA,2019,NA,http://geneontology.org,URL,TRUE,87,Gene Ontology Resource
92718,10.3847/1538-4365/ab5b9d,http://ananke.hub.yt,Data,related,2020-01,http://ananke.hub.yt,NA,2020,NA,http://ananke.hub.yt,URL,TRUE,88,yt Hub
71210,10.1093/database/baw119,http://www.biocreative.org,Database URL,org,2016,http://www.biocreative.org,NA,2016,NA,http://www.biocreative.org,URL,TRUE,89,BioCreative - Latest 3 News Items
71199,10.1002/2016JE005017,http://pds.nasa.gov/,Planetary Data System,related,2016-10,http://pds.nasa.gov,NA,2016,NA,http://pds.nasa.gov/,URL,TRUE,90,Welcome to the Planetary Data System
71098,10.1002/2015JC011423,http://bodc.ac.uk/,British Oceanographic Data Centre,related,2016-05,http://bodc.ac.uk,NA,2016,NA,http://bodc.ac.uk/,URL,TRUE,91,British Oceanographic Data Centre (BODC) — oceanographic and marine data
64158,NA,http://motility.caltech.edu/,Motoility Database,author,2016-01-26,http://motility.caltech.edu,NA,2016,NA,http://motility.caltech.edu/,URL,TRUE,92,404
63687,10.1016/j.epsl.2015.10.046,http://www.data.scec.org/,Southern California Earthquake Data Center (SCEDC),org,2016-01-01,http://www.data.scec.org,NA,2016,NA,http://www.data.scec.org/,URL,TRUE,93,404
57644,10.1126/scitranslmed.3009986,http://www.genenetwork.org,GeneNetwork Database,org,2015-05-13,http://www.genenetwork.org,NA,2015,NA,http://www.genenetwork.org,URL,TRUE,94,GeneNetwork GeneNetwork 2
57558,10.1002/2014JD022121,http://cdp.ucar.edu/,Data,org,2015-03-27,http://cdp.ucar.edu,NA,2015,NA,http://cdp.ucar.edu/,URL,TRUE,95,404
57557,10.1002/2014JE004686,https://pds.jpl.nasa.gov/,"NASA Planetary Data System",org,2015-03,https://pds.jpl.nasa.gov,NA,2015,NA,https://pds.jpl.nasa.gov/,URL,TRUE,96,Welcome to the Planetary Data System
42658,10.1126/science.1247166,http://ppi.pds.nasa.gov/,Archived data in NASA Planetary Data System’s Planetary Plasma Interactions Node,related,2014-01-24,http://ppi.pds.nasa.gov,NA,2014,NA,http://ppi.pds.nasa.gov/,URL,TRUE,97,NA
42648,10.1126/science.1244797,http://ppi.pds.nasa.gov/,Archived data in NASA Planetary Data System’s Planetary Plasma Interactions Node,related,2014-01-24,http://ppi.pds.nasa.gov,NA,2014,NA,http://ppi.pds.nasa.gov/,URL,TRUE,98,NA
42647,10.1126/science.1245267,http://ppi.pds.nasa.gov/,Archived data in NASA Planetary Data System’s Planetary Plasma Interactions Node,related,2014-01-24,http://ppi.pds.nasa.gov,NA,2014,NA,http://ppi.pds.nasa.gov/,URL,TRUE,99,NA
42644,10.1126/science.1242777,http://ppi.pds.nasa.gov/,Archived data in NASA Planetary Data System’s Planetary Plasma Interactions Node,related,2014-01-24,http://ppi.pds.nasa.gov,NA,2014,NA,http://ppi.pds.nasa.gov/,URL,TRUE,100,NA
113975,10.1016/j.rse.2021.112858,https://rangelands.app/,Vegetation fractional cover data,related,2022-03-01,https://rangelands.app,NA,2022,NA,https://rangelands.app/,URL,TRUE,101,Rangeland Analysis Platform
113584,NA,http://fast.bao.ac.cn/,FAST data center,related,2021-11-23,http://fast.bao.ac.cn,NA,2021,NA,http://fast.bao.ac.cn/,URL,TRUE,102,Home - FAST
113440,10.1038/s41586-022-04396-8,https://greengenes.secondgenome.com/,Greengenes database,related,2022-02-24,https://greengenes.secondgenome.com,NA,2022,NA,https://greengenes.secondgenome.com/,URL,TRUE,103,greengenes.secondgenome.com
113025,10.1029/2021gl095243,https://scihub.copernicus.eu/,Original Copernicus Sentinel-1 data,related,2022-01-28,https://scihub.copernicus.eu,NA,2022,NA,https://scihub.copernicus.eu/,URL,TRUE,104,Open Access Hub
112438,10.1051/0004-6361/202140967,https://secchi.nrl.navy.mil/,STEREO/SECCHI data,related,2021-12,https://secchi.nrl.navy.mil,NA,2021,NA,https://secchi.nrl.navy.mil/,URL,TRUE,105,Sun Earth Connection Coronal and Heliospheric Investigation (SECCHI) | SECCHI
112361,10.1029/2021ea002078,http://modis-fire.umd.edu/,MODIS burned area data,related,2022-01,http://modis-fire.umd.edu,NA,2022,NA,http://modis-fire.umd.edu/,URL,TRUE,106,MODIS Active Fire and Burned Area Products - Home
112340,10.1029/2021gl094470,http://www.hinet.bosai.go.jp/,Seismic data - Hi-net,related,2021-12-16,http://www.hinet.bosai.go.jp,NA,2021,NA,http://www.hinet.bosai.go.jp/,URL,TRUE,107,NIED Hi-net β Ver. [High Sensitivity Seismograph Network Japan]
112340,10.1029/2021gl094470,http://www.fnet.bosai.go.jp/,Seismic data - F-net,related,2021-12-16,http://www.fnet.bosai.go.jp,NA,2021,NA,http://www.fnet.bosai.go.jp/,URL,TRUE,108,NA
112331,10.1029/2021av000469,https://www.ngdc.noaa.gov/,ETOPO1 elevation data,related,2021-12,https://www.ngdc.noaa.gov,NA,2021,NA,https://www.ngdc.noaa.gov/,URL,TRUE,109,NOAA National Centers for Environmental Information (NCEI)
112331,10.1029/2021av000469,https://disc.gsfc.nasa.gov/,OCO-2 L2 SIF data,related,2021-12,https://disc.gsfc.nasa.gov,NA,2021,NA,https://disc.gsfc.nasa.gov/,URL,TRUE,110,GES DISC
112317,10.5194/acp-21-16661-2021,https://tccondata.org/,TCCON data archive,related,2021-11-16,https://tccondata.org,NA,2021,NA,https://tccondata.org/,URL,TRUE,111,TCCON Data Archive
111847,10.1038/s41467-021-26751-5,https://www.chicagofaces.org/,Chicago face database,related,2021-11-09,https://www.chicagofaces.org,NA,2021,NA,https://www.chicagofaces.org/,URL,TRUE,112,CFD | Chicago Face Database
111173,10.1029/2021gl095108,https://vertex.daac.asf.alaska.edu/,ALOS data set,related,2021-09-20,https://vertex.daac.asf.alaska.edu,NA,2021,NA,https://vertex.daac.asf.alaska.edu/,URL,TRUE,113,ASF Data Search
111118,10.1029/2021gl092598,https://waterservices.usgs.gov/,USGS streamgage data,related,2021-08-28,https://waterservices.usgs.gov,NA,2021,NA,https://waterservices.usgs.gov/,URL,TRUE,114,USGS Water Services
110899,10.3847/psj/ac173c,https://magda.imperial.ac.uk/,Magnetometer and coordinate system data,related,2021-10,https://magda.imperial.ac.uk,NA,2021,NA,https://magda.imperial.ac.uk/,URL,TRUE,115,MAGDA | Home
109622,10.1038/s41467-021-24210-9,http://www.ssn.unam.mx/,Inland broadband data,related,2021-06-28,http://www.ssn.unam.mx,NA,2021,NA,http://www.ssn.unam.mx/,URL,TRUE,116,"Servicio Sismológico Nacional | UNAM, México"
109468,10.1029/2020jg006136,https://cds.climate.copernicus.eu/,ERA5 data,related,2021-06,https://cds.climate.copernicus.eu,NA,2021,NA,https://cds.climate.copernicus.eu/,URL,TRUE,117,Copernicus Climate Data Store | Copernicus Climate Data Store
109447,10.1051/0004-6361/202039299,https://secchi.nrl.navy.mil,STEREO data,related,2021-06,https://secchi.nrl.navy.mil,NA,2021,NA,https://secchi.nrl.navy.mil,URL,TRUE,118,Sun Earth Connection Coronal and Heliospheric Investigation (SECCHI) | SECCHI
109424,10.1029/2020sw002654,https://sohoftp.nascom.nasa.gov,GOES/XRS data,related,2021-04,https://sohoftp.nascom.nasa.gov,NA,2021,NA,https://sohoftp.nascom.nasa.gov,URL,TRUE,119,Index of /
109424,10.1029/2020sw002654,http://www.nmdb.eu,NMDB data,related,2021-04,http://www.nmdb.eu,NA,2021,NA,http://www.nmdb.eu,URL,TRUE,120,NMDB
109424,10.1029/2020sw002654,https://pds-ppi.igpp.ucla.edu,MSL data,related,2021-04,https://pds-ppi.igpp.ucla.edu,NA,2021,NA,https://pds-ppi.igpp.ucla.edu,URL,TRUE,121,PDS/PPI Home Page 
