rowNum,testLink
52,https://podaac.jpl.nasa.gov/QuikSCAT
57,http://spdf.gsfc.nasa.gov/
58,http://spp-isois.sr.unh.edu/data_public/EPIHi/level2/
60,https://datadryad.org/stash/share/UUfSTzsL9eTbAo-78pdaXPdaIUJmdJzSuqhXcb48vHM
62,https://data.caltech.edu/records/2096
63,https://data.caltech.edu/records/2099
64,https://data.caltech.edu/records/2103
65,https://github.com/AllenInstitute/chromosome-network-modeling
67,https://zenodo.org/record/5569582
71,http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD026999
73,https://competitions.codalab.org/competitions/20112
74,https://www.ebi.ac.uk/emdb/entry/EMD-12964
75,https://www.ebi.ac.uk/emdb/entry/EMD-12965
76,https://www.rcsb.org/structure/7OKQ
78,https://isogenie-db.asc.ohio-state.edu/datasources#lake_data
84,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165622
86,https://www.ccdc.cam.ac.uk/services/structure_request?pid=ccdc:2097629&issn=1523-7060&id=doi:10.1021/acs.orglett.1c02836&sid=ACS
87,https://pds-geosciences.wustl.edu/mex/mex-m-omega-2-edr-flight-v1/mexomg-0001/data/
88,https://hirise-pds.lpl.arizona.edu/PDS/EDR/ESP/ORB_036600_036699/ESP_036618_1985/
89,https://hirise-pds.lpl.arizona.edu/PDS/EDR/ESP/ORB_037100_037199/ESP_037119_1985/
90,https://hirise-pds.lpl.arizona.edu/PDS/EDR/PSP/ORB_002300_002399/PSP_002387_1985/
91,https://hirise-pds.lpl.arizona.edu/PDS/EDR/PSP/ORB_003700_003799/PSP_003798_1985/
93,https://astrogeology.usgs.gov/search/map/Mars/Mars2020/JEZ_ctx_B_soc_008_orthoMosaic_6m_Eqc_latTs0_lon0
94,https://mars.nasa.gov/mars2020/multimedia/raw-images/
96,https://meop.net/database/meop-databases/density-of-data.html
97,http://scedc.caltech.edu
102,http://bicepkeck.org/
106,https://github.com/pshankinclarke/Water_Publication
114,https://www.ncdc.noaa.gov/paleo-search/study/31312
115,https://www.ncdc.noaa.gov/paleo-search/study/32373
116,https://www.cs.cornell.edu/gomes/udiscoverit/?tag=materials
118,https://www.bco-dmo.org/program/757397
119,https://pds.jpl.nasa.gov/
122,http://hdl.handle.net/10063/8666
123,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165835
124,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183026
125,https://rda.ucar.edu/datasets/ds370.1/
126,https://rda.ucar.edu/datasets/ds461.0/
127,https://pds-rings.seti.org/ringocc/
128,https://github.com/pachterlab/gvfp_2021
129,https://identifiers.org/resolve?query=bioproject:PRJNA728135
130,https://pds.nasa.gov
131,https://odr.io/chemin
133,https://openneuro.org/datasets/ds002799/versions/1.0.3
136,https://www.tng-project.org/data/
139,https://www.uahirise.org/dtm/dtm.php?ID=ESP_037262_1845
140,https://doi.org/25573/data.14924253
142,https://espoarchive.nasa.gov/archive/browse/atom
146,https://nda.nih.gov/edit_collection.html?id=2417
147,https://openneuro.org/datasets/ds000228
148,https://crcns.org/data-sets/vc/vim-2
150,https://github.com/elisabethadams/superpig-public
152,https://gsapubs.figshare.com/articles/journal_contribution/Supplemental_material_Aridity-induced_Miocene_canyon_incision_in_the_Central_Andes/12533894
153,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA713414
154,http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/MNRAS
155,https://0-www-ncbi-nlm-nih-gov.brum.beds.ac.uk/geo/query/acc.cgi?acc=GSE173658
156,https://openneuro.org/datasets/ds003682
157,https://data.caltech.edu/records/2017
158,https://data.caltech.edu/records/2018
163,https://www.tensorflow.org/datasets/catalog/svhn_cropped
164,https://aeronet.gsfc.nasa.gov/new_web/download_all_v3_aod.html
165,http://hielo.igme.es/index.php/en/
170,http://ds.iris.edu/ds/nodes/dmc/forms/assembled-data/
171,https://spdf.gsfc.nasa.gov/
172,https://github.com/Romit-Maulik/POD_RKHS
175,http://cdsarc.u-strasbg.fr/
176,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/650/A129
177,https://pds-geosciences.wustl.edu/missions/msl/index.htm
179,https://lambda.gsfc.nasa.gov/product/act/
180,http://pds.nasa.gov
181,https://atmos.nmsu.edu/PDS/data/jnojir_1001
182,https://atmos.nmsu.edu/PDS/data/jnojir_1002
183,https://atmos.nmsu.edu/PDS/data/jnojir_1003
184,https://atmos.nmsu.edu/PDS/data/jnojir_2001
185,https://atmos.nmsu.edu/PDS/data/jnojir_2002
186,https://atmos.nmsu.edu/PDS/data/jnojir_2003
187,https://youtu.be/LVRxtmrT168
188,https://youtu.be/YyJ64ngzh8k
189,https://single-cell.wormbase.org/
190,https://github.com/WormBase/scdefg
191,https://github.com/WormBase/wormcells-viz
192,https://github.com/WormBase/anndata-wrangling
193,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150627
195,https://catalog.pangeo.io/browse/master/ocean/CESM_POP/
198,https://www.ebi.ac.uk/ena/browser/view/PRJNA632893
199,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159960
200,https://sbn.psi.edu/pds/resource/orex/
203,https://github.com/carnegie/SEM_public/tree/Ruggles_et_al_2021
204,https://gitlab.com/ssc-boxfit
205,https://gitlab.com/ssc-boxfit/SSC_boxfit
207,https://github.com/mpiacentino/Transcriptome-profiling-reveals-BMP-target-genes-during-midbrain-neural-crest-delamination
209,https://data.caltech.edu/records/1878
210,http://pem.ligo.org
212,https://scedc.caltech.edu/research-tools/eewtesting.html
229,http://support.10xgenomics.com/single-cell/datasets
230,https://figshare.com/projects/Tabula_Muris_Transcriptomic_characterization_of_20_organs_and_tissues_from_ Mus_musculus_at_single_cell_resolution/27733
231,https://figshare.com/articles/dataset/PopAlign_Data/11837097/3
233,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA630476
234,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163855
235,https://github.com/ycooper27/Tauopathy-MPRA
236,https://github.com/BrunildaBalliu/FastGxC
237,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA648152
238,https://cosmo.oca.eu/dash/
240,https://spdf.gsfc.nasa.gov/
241,https://spdf.gsfc.nasa.gov/
242,https://spdf.gsfc.nasa.gov/
243,https://spdf.gsfc.nasa.gov/
244,https://spdf.gsfc.nasa.gov
246,https://github.com/frortega/EPIC_LS
247,https://purl.stanford.edu/tp480sx4819
249,https://irsa.ipac.caltech.edu/data/Herschel/KINGFISH/
250,http://cococubed.asu.edu/mesa_market/inlists.html
253,https://github.com/shapiro-lab/burst-imaging-public
254,https://telescope.livjm.ac.uk/cgi-bin/lt_search
255,https://github.com/ExoplanetML/Nigraha
256,http://scardec.projects.sismo.ipgp.fr/
258,https://github.com/aohdera/Ames_et_al_2020
260,https://github.com/ClaireRabut/Rabut_2021_uAM_processing_and_data
261,https://www.swift.ac.uk/xrt_live_cat/
262,https://avirisng.jpl.nasa.gov/dataportal/
264,http://proteomecentral.proteomexchange.org/
265,https://spacephysics.princeton.edu/missions-instruments/isois
266,https://spdf.gsfc.nasa.gov
267,https://esgf-node.llnl.gov/search/cmip6
268,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA667957
269,https://www.ncbi.nlm.nih.gov/biosample/SAMN16392950
270,https://www.ncbi.nlm.nih.gov/nuccore/CP063166
271,https://www.ncbi.nlm.nih.gov/nuccore/CP063168
272,https://www.ncbi.nlm.nih.gov/sra/SRX9260397
273,https://www.ncbi.nlm.nih.gov/sra/SRX9260396
277,https://docs.google.com/spreadsheets/d/1sJDb9B7AtYmfKv4-m8XR7uc3XXw_k4kGSout8cqZ8bY/
278,https://github.com/dsfranca/hamiltonian_updates_tomography
279,https://www.doi.org/10.5281/zenodo.4597372
280,http://www.gps.caltech.edu/~clay/MASEdir/data_avail.html
281,https://github.com/ncclabsustech/SAT-in-sensorimotor-control
282,http://www.peptideatlas.org/PASS/PRJNA473816
284,https://zenodo.org/record/4730990#.YIxkrqlKgUo
287,https://www.aicrowd.com/challenges/multi-agent-behavior-representation-modeling-measurement-and-applications
289,https://zenodo.org/communities/mpp-hep/
290,https://www.bodc.ac.uk/data/documents/cruise/8529/
292,https://figshare.com/s/ad6d5cdfbba945d93ad2
293,http://www.ssn.unam.mx/
294,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:0210639
295,https://fire.northwestern.edu/data
296,https://www-air.larc.nasa.gov/cgi-bin/ArcView/firexaq
297,https://espoarchive.nasa.gov/archive/browse/atom/id14
298,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=139379
299,https://github.com/wingfactor/wingenroth-et-al-2021
300,http://www.archive.arm.gov
302,https://data.caltech.edu/records/1445
303,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA12878
304,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM15453&PgId=166
305,https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA04965&Product=DNA
306,https://zenodo.org/record/4074307
308,https://data.cma.cn/en
310,https://cxc.harvard.edu/cda
312,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/648/A73
313,https://drive.google.com/drive/folders/1_2m6gNBWMu1LSqg1wB0JOHpUkIj88Y6c?usp=sharing
314,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065484
315,https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2065489
316,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165447
321,http://www.fao.org/faostat/en/#data
322,http://www.fao.org/global-perspectives-studies/food-agriculture-projections-to-2050/en/
324,https://pds.nasa.gov/datasearch/data-search
325,https://www.dropbox.com/sh/e97yimaojedkrbd/AABAnCR2FDuXwYFBBrli_cnea?dl=0
327,https://almascience.nrao.edu/asax
328,https://cesam.lam.fr/a2c2s/data_release.php
329,https://data.caltech.edu/records/1942
331,https://github.com/ilac/ZTF-J1901-1458
332,https://wormicloud.textpressolab.com
333,https://support.10xgenomics.com/single-cell-gene-expression/datasets
334,https://www.ncbi.nlm.nih.gov/sra/?term=SRR6956073
335,https://www.ncbi.nlm.nih.gov/sra/?term=SRR6998058
336,https://www.ncbi.nlm.nih.gov/sra/?term=SRR7299563
337,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8206317
338,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8327928
339,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8524760
340,http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7320
341,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8257100
342,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8513910
343,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R1_001.fastq.gz
344,https://github.com/bustools/getting_started/releases/download/getting_started/SRR8599150_S1_L001_R2_001.fastq.gz
345,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8611943
346,https://www.ncbi.nlm.nih.gov/sra/?term=SRR8639063
347,http://106.37.208.233:20035
348,http://www.aqistudy.cn
349,https://pds.jpl.nasa.gov
350,https://cxc.cfa.harvard.edu/cda/
351,https://almascience.nrao.edu/alma-data/archive
357,https://github.com/kaist-amsg/JPtNW_Manuscript2021
359,https://ftp.sron.nl/open-access-data-2/TROPOMI/tropomi/ch4/14_14_Lorente_et_al_2020_AMTD
360,https://tccondata.org
361,https://pds-geosciences.wustl.edu/msl/msl-m-sam-2-rdr-l0-v1/mslsam_1xxx/data/
362,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178326
363,https://research.rug.nl/en/publications/exploring-nonlinear-subgridscale-models-and-new-characteristic-length-scales-for-largeeddy-simulation(4bdb4244-6868-4a95-896f-8cab6de5c3dd).html
364,https://github.com/fuhaiastro/data
365,http://arks.princeton.edu/ark:/88435/dsp01rj4307478
367,https://osf.io/d42ar
369,https://github.com/YeungRepo/NetworkRecon
370,http://www.jodc.go.jp/jodcweb/JDOSS/infoJEGG_j.html
372,https://data.caltech.edu/records/1620
373,https://archive.stsci.edu/hlsp/phangs-hst
374,https://www.ncbi.nlm.nih.gov/sra/?term=PRJNA699282
375,https://www.mtbtndb.app
377,https://data.mendeley.com/datasets/xwhw956nyx/1
378,https://datasets.deepcell.org/
379,https://zenodo.org/record/5173159
380,http://www.anthroponumbers.org
381,https://pds-atmospheres.nmsu.edu/data_and_services/atmospheres_data/JUNO/microwave.html
382,https://pds-atmospheres.nmsu.edu/PDS/data/jnomwr_1100/
385,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144049
390,https://data.caltech.edu/records/1668
391,https://s5phub.copernicus.eu/dhus/#/home
393,https://github.com/Burigede/Learning_based_multiscale.git
395,https://github.com/jinlong83/statistical-constrained-GANS
396,https://github.com/maxjiang93/space_time_pde
397,https://github.com/Rose-STL-Lab/Turbulent-Flow-Net
398,https://github.com/Rui1521/Equivariant-Neural-Nets
399,https://github.com/ashesh6810/Deep-Spatial-Transformers
400,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=GLOBAL_ANALYSIS_FORECAST_PHY_001_024
401,https://portal.edirepository.org/nis/mapbrowse?packageid=edi.200.6
403,https://prism.oregonstate.edu
404,https://github.com/arkadaw9/PGA_LSTM
405,https://lter.limnology.wisc.edu/data
406,https://gitlab.com/mspritch/spcam3.0-neural-net
408,https://www.bco-dmo.org/dataset/668083
409,https://www.bco-dmo.org/dataset/676231
410,https://zenodo.org/communities/mpp-hep
411,https://opendata.cern.ch/search?experiment=CMS
412,https://github.com/GALE-Lab/Mason2020_JSR_NorthLoup
414,https://data.caltech.edu/records/1612
415,https://www.ncbi.nlm.nih.gov/nuccore/MZ637509
416,https://www.ncbi.nlm.nih.gov/nuccore/MZ642234
417,https://data.caltech.edu/records/1882
418,https://irsa.ipac.caltech.edu/data/SPITZER/DeepDrill
419,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144666
420,https://figshare.com/articles/dataset/_/14033003
421,https://fire.northwestern.edu/data
422,https://github.com/UBC-Astrophysics/QEDSurface/tree/master/Caiazzo_Heyl_Model
423,https://www.ncdc.noaa.gov/paleo/study/30512
424,https://lambda.gsfc.nasa.gov/product/act/actpol_prod_table.cfm
426,https://pds.nasa.gov
428,https://dcc.ligo.org/LIGO-P2000158/public
430,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168010
431,https://pds.jpl.nasa.gov
433,http://ogle.astrouw.edu.pl/cgi-ogle/get_ms_ext.py
434,http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/646/A22
436,https://cxc.harvard.edu/cda
445,https://github.com/pachterlab/GP_2021
447,https://tccondata.org/
449,https://github.com/stratust/igpipeline
450,https://www.ebi.ac.uk/pdbe/emdb
451,https://archive.stsci.edu/hst/search_retrieve.html
453,https://fire.northwestern.edu/data
454,https://archive.nrao.edu/archive/advquery.jsp/
455,https://koa.ipac.caltech.edu/cgi-bin/KOA/nph-KOAlogin
458,http://www.ebi.ac.uk/pride/archive/projects/PXD021939
459,https://www.ccdc.cam.ac.uk/structures
460,https://exoplanet-imaging-challenge.github.io
462,http://ds.iris.edu/wilber3/find_event
463,https://data.caltech.edu/records/1447
465,https://data.caltech.edu/records/1666
466,https://pdg.lbl.gov
468,https://pds.nasa.gov/
469,https://github.com/julianmwagner/bq_bug
470,https://data.mendeley.com/datasets/jfjbvnr6fw/1
471,http://github.com/d80b2t/CIV_CLQs
472,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA683999
473,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA683935
475,https://www.openicpsr.org/openicpsr/project/116902/version/V1/view
476,https://data.caltech.edu/records/1702
480,http://calib.org/marine
481,https://github.com/ayush9pandey/autoReduce
482,https://colab.research.google.com/drive/1JEqCgJAxy9jCYYcuicwLfy_Oa2RpbX11?usp=sharing
483,https://zenodo.org/record/3735329
486,https://www.iram-institute.org/EN/content-page-386-7-386-0-0-0.html
487,https://data.caltech.edu/records/1407
488,https://www.arb.ca.gov/aqmis2/aqdselect.php
489,https://s5phub.copernicus.eu
490,https://github.com/ltsypin/Cportucalensis_observation
491,https://scedc.caltech.edu
492,https://marionilab.cruk.cam.ac.uk/SpatialMouseAtlas/
494,https://des.ncsa.illinois.edu/releases/sn
495,https://www.worldometers.info/coronavirus
496,https://www.gob.cl/coronavirus/cifrasoficiales
497,https://github.com/alexcritschristoph/wastewater_sarscov2
498,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA661613
500,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120656
501,https://frbhosts.org/
502,https://github.com/FRBs/FRB
505,https://zenodo.org/record/4031927
507,https://ngmdb.usgs.gov/ngmdb/ngmdb_home.html
509,https://ngdc.noaa.gov/mgg/sedthick
510,https://topex.ucsd.edu/marine_grav/mar_grav.html
511,https://niwa.co.nz/our-science/oceans/bathymetry
512,http://www.marine-geo.org/collections/#!/collection/Seismic#summary
513,http://rses.anu.edu.au/~hrvoje/+INNER_CORE_SUPPLEMENTS/IC_suppl.html
515,https://www.fdsn.org/networks/detail/6A_2017
516,https://ds.iris.edu/ds/nodes/dmc
517,https://wiserep.weizmann.ac.il
519,https://heasarc.gsfc.nasa.gov/db-perl/W3Browse/w3browse.pl
520,https://www.earthsystemgrid.org
521,http://cdsarc.u-strasbg.fr
523,https://ds.iris.edu/ds/nodes/dmc
524,http://beacon.berkeley.edu
528,https://bit.ly/2GHEOOq
532,https://www.marine-geo.org/tools/search/entry.php?id=MGL1803
534,https://data.caltech.edu/records/1891
536,https://medicine.yale.edu/profile/pradeep_uchil/
537,https://medicine.yale.edu/profile/walther_mothes/
542,https://github.com/rpgroup-pboc/growth_limits
544,https://coralsnp.science.psu.edu/galaxy
545,https://github.com/salterg/bifurcation_network
546,https://www.ncdc.noaa.gov/paleo/study/31152
547,https://zenodo.org/record/3457639
548,http://lila.science/datasets
551,https://www.nodc.noaa.gov/OC5/SELECT/dbsearch/dbsearch.html
555,https://spdf.gsfc.nasa.gov/
557,https://figshare.com/s/ed3174627a7090e9ad45
558,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162098
559,https://github.com/ctlee/bccgc4
561,https://gitlab.com/slcu/teamhj/publications/refahi_etal_2019
562,https://portal.nersc.gov/project/m2319/
563,https://purl.stanford.edu/mh950tt5866
564,https://github.com/pachterlab/GP_2020_2
565,https://pds-imaging.jpl.nasa.gov/volumes/msl.html
566,https://pds-geosciences.wustl.edu/missions/msl/chemcam.htm
569,https://github.com/smsaladi/pymol_viridis
570,https://github.com/smsaladi/chimerax_viridis
571,https://github.com/smsaladi/vmd_viridis
572,https://github.com/smsaladi/structure_scales
575,https://zenodo.org/record/4026736
576,http://lab.debivort.org/variability-reflects-bet-hedging
578,https://gitlab.com/sambrooke/avulsionflood- scour-paper/-/releases/v1.2
579,https://github.com/tobywise/covid19-risk-perception
580,https://github.com/VirtualFlyBrain/DrosAdultVNSdomains/tree/master/Court2017/template
581,https://dmp.seti.org/mshowalter/lightcurves
582,https://dcc.ligo.org/P2000158-v4/public
586,https://www-air.larc.nasa.gov/cgi-bin/ArcView/korusaq
588,http://pds-geosciences.wustl.edu/missions/msl
589,https://odr.io/Morrisetal2020_JGR_2019JE006324
590,http://pds-geosciences.wustl.edu/missions/msl/index.htm
593,https://www.gob.cl/coronavirus/cifrasoficiales/
594,https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data
598,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151515
602,https://docs.google.com/spreadsheets/d/10I8bVkLzvrmXJsb5N-8JSFpWw5vBwDKYzyOVAI4viKo/edit#gid=1514440859
603,https://github.com/pachterlab/BTRBP_2020
606,https://www.ebi.ac.uk/pdbe/entry/emdb/EMD-23462
607,https://www.ebi.ac.uk/pdbe/entry/emdb/EMD-23465
611,http://wwwcvs.mitgcm.org/viewvc/MITgcm/MITgcm_contrib/llc_hires/llc_4320
613,http://climate-dynamics.org/software/#pycles
614,http://tectonics.caltech.edu/resources/gorkha.html
615,https://insight.jci.org/articles/view/137427/sd/1
616,https://www.dropbox.com/sh/obnhnvr4sqe3pg8/AADHhjsAKv8a2iMnZrI9qNA9a?dl=0
617,http://www.gloh2o.org
618,http://www.try-db.org
624,https://www.ncdc.noaa.gov/paleo/study/30493
628,https://github.com/kevindoyle/geoscience-first-authorship
629,http://pds.nasa.gov
630,https://github.com/mcoughlin/gwemlightcurves/tree/master/lightcurves
631,https://github.com/mbulla/kilonova_model
632,https://pds-geosciences.wustl.edu/missions/msl/index.htm
635,https://pds-atmospheres.nmsu.edu/data_and_services/atmospheres_data/JUNO/microwave.html
636,https://pds-atmospheres.nmsu.edu/PDS/data/jnomwr_1100/data_calibrated
638,https://www.bco-dmo.org/project/810771
639,https://doi.pangaea.de/10.1594/PANGAEA.913219
640,https://doi.pangaea.de/10.1594/PANGAEA.913220
641,https://data.caltech.edu/records/1405
642,https://data.caltech.edu/records/1382
643,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154353
644,https://github.com/caltech-bioinformatics-resource-center/Guttman_Ismagilov_Labs
645,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA578541
646,https://www.addgene.org/112686/
647,https://www.addgene.org/124999/
648,https://www.addgene.org/125000/
649,https://www.addgene.org/125001/
650,https://www.addgene.org/125002/
651,https://www.addgene.org/125003/
652,https://www.addgene.org/125004/
653,https://www.addgene.org/125005/
654,https://www.addgene.org/125006/
655,https://www.addgene.org/125007/
656,https://bdsc.indiana.edu/Home/Search?presearch=79005
657,https://bdsc.indiana.edu/Home/Search?presearch=91792
658,https://bdsc.indiana.edu/Home/Search?presearch=91791
659,https://sbn.psi.edu/pds/resource/dawn
661,http://simbad.u-strasbg.fr/simbad/
662,http://genesdev.cshlp.org/content/22/19/2707/suppl/DC1
663,https://github.com/vipulsinghal02/txtlsim_buildacell
664,https://github.com/tysonnsa/eLifePPCTouch
665,https://archive.softwareheritage.org/swh:1:rev:aead504c828568a46cf9555598211f1800f2187d/
666,http://github.com/GradinaruLab/dLight1
667,https://www.gisaid.org/
668,https://data.caltech.edu/records/1407
669,http://capblood-seq.caltech.edu/#
670,https://www.openicpsr.org/openicpsr/project/112569/version/V1/view
671,https://figshare.com/articles/A_Multi-Year_Data_Set_on_Aerosol-Cloud-Precipitation-Meteorology_Interactions_for_Marine_Stratocumulus_Clouds/5099983
672,https://www.openicpsr.org/openicpsr/project/112570/version/V1/view
673,http://geodesy.unr.edu/NGLStationPages/stations/GISB.sta
674,http://geodesy.unr.edu/NGLStationPages/stations/J750.sta
676,https://www.openicpsr.org/openicpsr/project/112721/version/V1/view
678,https://www.openicpsr.org/openicpsr/project/116371/version/V1/view
679,https://drive.google.com/drive/folders/1Vr9Dacy_BmFrWd5AkAC-DWtlooVB4TyD?usp=sharing
680,https://zenodo.org/record/4771121
681,https://zenodo.org/record/4771103
683,https://mavenn.readthedocs.io
684,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153156
686,https://zenodo.org/record/3903160
688,https://github.com/amafi-gpcr/Beta-arrestin2-mu-opioid-receptor-agonist-complex-PNAS-2020
690,http://fire.northwestern.edu
691,https://fire.northwestern.edu/data
693,http://ramekin.caltech.edu/KBSS
694,https://osf.io/3b4hp
695,https://neicommons.nei.nih.gov/#/
697,https://github.com/sturkarslan/evolution-of-syntrophy
698,https://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
699,https://data.caltech.edu/records/1421
700,https://github.com/jgarciasuarez/1DSR_stiffnessless_surface
701,https://ecl.earthchem.org/view.php?id=1545
702,https://cells.ucsc.edu/?ds=mouse-limb
708,https://www.genetics.org/content/175/3/993.supplemental
709,https://www.genetics.org/content/178/2/633.supplemental
711,https://github.com/pachterlab/BLCSBGLKP_2020
713,https://data.mendeley.com/datasets/nz2svjgrn6/1
714,https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000087673
718,https://purl.stanford.edu/tm319hn6368
719,https://osf.io/u6zha/?view_only=abe312f95192412584669da2f80e92c3
721,https://openneuro.org/datasets/ds002799/versions/1.0.0
723,https://bitbucket.org/tuliocampos/essential_elegans
728,https://www.hydroshare.org/resource/037197c2aaa24aeaa18f4e6e1fe5be4a/
729,https://caltech.box.com/s/b1rxyfr28ti75gl1q2qqs0lq87qvcz0q
733,https://www.jbc.org/content/280/18/18442/suppl/DC1
734,https://www.jbc.org/content/280/40/34063/suppl/DC1
735,http://genesdev.cshlp.org/content/22/15/2093/suppl/DC1
